TRANSACTION_ID,SUPPLIER_PARENT_NAME,SUPPERLIER_NAME,MATERIAL_DESCRIPTION,GL_ACCOUNT_DESCRIPTION,INVOICE_DESCRIPTION,MCC_DESCRIPTION,PO_DESCRIPTION,AMOUNT
TRANS563388,PARENT_SUPPLIER_960768,SUPPLIER_960768,,ACCTS PAYABLE,moved from vendor16416,,," 24,654.10 "
TRANS985660,PARENT_SUPPLIER_597186,SUPPLIER_597186,,ACCTS PAYABLE,moved from wrong vendor26392,,," 1,642.16 "
TRANS595643,PARENT_SUPPLIER_394780,SUPPLIER_394780,,ACCTS PAYABLE,Correction of Doc1900001685,,," 4,330.62 "
TRANS838860,PARENT_SUPPLIER_572278,SUPPLIER_572278,,ACCTS PAYABLE,moved from vendor16416,,," 23,756.40 "
TRANS296572,PARENT_SUPPLIER_411710,SUPPLIER_411710,,ACCTS PAYABLE,"APHRS-BOOTH BUILDING, VERA MAK",,," 64,498.13 "
TRANS283672,PARENT_SUPPLIER_185918,SUPPLIER_185918,,ACCTS PAYABLE,"APHRS-BACKDROP,ROLL-UP BANNER, VERA MAK",,," 11,005.31 "
TRANS302307,PARENT_SUPPLIER_144349,SUPPLIER_144349,,ACCTS PAYABLE,Hostellerie De Biek,,," 2,669.21 "
TRANS201831,PARENT_SUPPLIER_944440,SUPPLIER_944440,,ACCTS PAYABLE,Aalst-Leuven Oct Essentials,,," 1,671.62 "
TRANS959826,PARENT_SUPPLIER_394200,SUPPLIER_394200,,AP - LC,CRM/MARKETING AUTOMATION STRATEGY,,CRM/MARKETING AUTOMATION STRATEGY," 34,220.00 "
TRANS586058,PARENT_SUPPLIER_665565,SUPPLIER_665565,,AP - LC,55222?11/16FUKUI?WORKSHOP-2019?Presentation?Fee,,, 4.15 
TRANS302873,PARENT_SUPPLIER_507006,SUPPLIER_507006,,AP - LC,,,, 0.42 
TRANS237694,PARENT_SUPPLIER_141504,SUPPLIER_141504,,AP - LC,,,, 0.93 
TRANS973120,PARENT_SUPPLIER_502881,SUPPLIER_502881,,AP - LC,C1?55458?10/17?Shonan?General?Hospital?FFR?Employee?Training?Instructor?Fee,,, -1.04 
TRANS124441,PARENT_SUPPLIER_512979,SUPPLIER_512979,,AP - LC,C1?55458?10/17?Shonan?General?Hospital?FFR?Employee?Training?Instructor?Fee,,, 9.25 
TRANS765900,PARENT_SUPPLIER_180428,SUPPLIER_180428,,AP - LC,,,, 73.12 
TRANS842666,PARENT_SUPPLIER_280959,SUPPLIER_280959,,AP - LC,A2?OPTIMA-AF?Doctor-Led?Research?Grant?(third?payment?-?patient?registration?started),,, 914.00 
TRANS650180,PARENT_SUPPLIER_591378,SUPPLIER_591378,,AP - LC,,,, 0.93 
TRANS948450,PARENT_SUPPLIER_542475,SUPPLIER_542475,,AP - LC,C1?Dr.?Ken'ichi?Nishida?EUROPCR?2019?Reward,,, -1.04 
TRANS364939,PARENT_SUPPLIER_695059,SUPPLIER_695059,,AP - LC,C1?Dr.?Ken'ichi?Nishida?EUROPCR?2019?Reward,,, 9.25 
TRANS351290,PARENT_SUPPLIER_687385,SUPPLIER_687385,,AP - LC,,,, 0.38 
TRANS720517,PARENT_SUPPLIER_901090,SUPPLIER_901090,,AP - LC,C1?10/15?MITRACLIP?TEE?WORKSHOP?Performer?Reward,,, -0.52 
TRANS456842,PARENT_SUPPLIER_493866,SUPPLIER_493866,,AP - LC,C1?10/15?MITRACLIP?TEE?WORKSHOP?Performer?Reward,,, 4.71 
TRANS676156,PARENT_SUPPLIER_506739,SUPPLIER_506739,,AP - LC,,,, 0.15 
TRANS134237,PARENT_SUPPLIER_117796,SUPPLIER_117796,,AP - LC,C1?54783?9/30OCT?SEMINAR?Performer?Reward,,, -0.21 
TRANS323939,PARENT_SUPPLIER_165564,SUPPLIER_165564,,AP - LC,C1?54783?9/30OCT?SEMINAR?Performer?Reward,,, 1.89 
TRANS423340,PARENT_SUPPLIER_863733,SUPPLIER_863733,,AP - LC,,,, 0.75 
TRANS392973,PARENT_SUPPLIER_176608,SUPPLIER_176608,,AP - LC,A6?DES-PME?research?expenses,,, -1.04 
TRANS644280,PARENT_SUPPLIER_415889,SUPPLIER_415889,,AP - LC,A6?OCT-PME?research?expenses,,, 9.43 
TRANS134730,PARENT_SUPPLIER_486508,SUPPLIER_486508,,AP - LC,,,, 0.75 
TRANS189917,PARENT_SUPPLIER_686045,SUPPLIER_686045,,AP - LC,C1?52864?7/29OCT?Employee?Training?Instructor?Fee,,, -1.04 
TRANS901117,PARENT_SUPPLIER_888437,SUPPLIER_888437,,AP - LC,C1?52864?7/29OCT?Employee?Training?Instructor?Fee,,, 9.43 
TRANS551177,PARENT_SUPPLIER_257300,SUPPLIER_257300,,AP - LC,,,, 0.09 
TRANS278033,PARENT_SUPPLIER_258748,SUPPLIER_258748,,AP - LC,Hokkaido?office?drink,,, 1.09 
TRANS663505,PARENT_SUPPLIER_746393,SUPPLIER_746393,,AP - LC,CUSTOMS CLEARANCE FEE,,, 0.46 
TRANS321472,PARENT_SUPPLIER_621177,SUPPLIER_621177,,AP - LC,HONORARIUM,,," 3,000.00 "
TRANS443861,PARENT_SUPPLIER_843781,SUPPLIER_843781,,AP - LC,,,, 0.14 
TRANS960825,PARENT_SUPPLIER_800918,SUPPLIER_800918,,AP - LC,FUNERAL FLOWER TO DR. TANAKA,,, 1.37 
TRANS420107,PARENT_SUPPLIER_240666,SUPPLIER_240666,,AP - LC,,,, 0.93 
TRANS327190,PARENT_SUPPLIER_899744,SUPPLIER_899744,,AP - LC,C1?55285?10/4?Hirosaki?OCT?WS?player?reward,,, -1.04 
TRANS861392,PARENT_SUPPLIER_842779,SUPPLIER_842779,,AP - LC,C1?55285?10/4?Hirosaki?OCT?WS?player?reward,,, 9.25 
TRANS574303,PARENT_SUPPLIER_789682,SUPPLIER_789682,,AP - LC,HONORARIUM,,, 200.00 
TRANS184618,PARENT_SUPPLIER_524002,SUPPLIER_524002,,AP - LC,"D1?October?11,?2019?TMT?APAC?2019?Lunch?Expense",,, 5.48 
TRANS335199,PARENT_SUPPLIER_333716,SUPPLIER_333716,,AP - LC,,,, 0.04 
TRANS269008,PARENT_SUPPLIER_793092,SUPPLIER_793092,,AP - LC,disposal?cost,,, 0.50 
TRANS862201,PARENT_SUPPLIER_829383,SUPPLIER_829383,,AP - LC,,,, 1.46 
TRANS868318,PARENT_SUPPLIER_770524,SUPPLIER_770524,,AP - LC,GLASS?TOTAL?PROJECTION?PREVENTION?SHEET?PASTING,,, 6.14 
TRANS957291,PARENT_SUPPLIER_737885,SUPPLIER_737885,,AP - LC,Furniture?Changes?and?Whiteboard?Installation,,, 12.16 
TRANS379738,PARENT_SUPPLIER_679204,SUPPLIER_679204,,AP - LC,,,, 0.75 
TRANS931692,PARENT_SUPPLIER_264776,SUPPLIER_264776,,AP - LC,C1?53857?9/27?Kyushu?University?Hospital?WS?Manager?Reward,,, -1.04 
TRANS317529,PARENT_SUPPLIER_810074,SUPPLIER_810074,,AP - LC,C1?53857?9/27?Kyushu?University?Hospital?WS?Manager?Reward,,, 9.43 
TRANS149538,PARENT_SUPPLIER_500393,SUPPLIER_500393,,AP - LC,,,, 0.15 
TRANS546438,PARENT_SUPPLIER_748412,SUPPLIER_748412,,AP - LC,C1?54783?9/30OCT?SEMINAR?Performer?Reward,,, -0.21 
TRANS258058,PARENT_SUPPLIER_733621,SUPPLIER_733621,,AP - LC,C1?54783?9/30OCT?SEMINAR?Performer?Reward,,, 1.89 
TRANS437296,PARENT_SUPPLIER_231497,SUPPLIER_231497,,AP - LC,C1?55285?10/4?Hirosaki?OCT?WS-za?Nagashi?Kosh¨­?J¨­rei,,, 9.25 
TRANS829264,PARENT_SUPPLIER_110895,SUPPLIER_110895,,AP - LC,C1?55285?10/4?Hirosaki?OCT?WS-za?Nagashi?Kosh¨­?J¨­rei,,, -1.04 
TRANS640474,PARENT_SUPPLIER_818349,SUPPLIER_818349,,AP - LC,,,, 0.93 
TRANS236895,PARENT_SUPPLIER_914985,SUPPLIER_914985,,AP - LC,,,, 1.15 
TRANS233620,PARENT_SUPPLIER_728609,SUPPLIER_728609,,AP - LC,Mita?Office,,, 14.41 
TRANS680146,PARENT_SUPPLIER_817557,SUPPLIER_817557,,AP - LC,Agreements review fee,,, 1.92 
TRANS936998,PARENT_SUPPLIER_328228,SUPPLIER_328228,,AP - LC,Withholding income tax,,, -0.20 
TRANS440145,PARENT_SUPPLIER_805796,SUPPLIER_805796,,AP - LC,,,, 0.15 
TRANS774262,PARENT_SUPPLIER_386990,SUPPLIER_386990,,AP - LC,,,, 0.26 
TRANS189361,PARENT_SUPPLIER_907313,SUPPLIER_907313,,AP - LC,Withholding income tax,,, -0.33 
TRANS399330,PARENT_SUPPLIER_184260,SUPPLIER_184260,,AP - LC,Agreements review fee,,, 3.20 
TRANS387724,PARENT_SUPPLIER_546508,SUPPLIER_546508,,AP - LC,10/17 LUNCH BOXES FOR FUSION PROJECT 31PSNS,,, 4.98 
TRANS115751,PARENT_SUPPLIER_577929,SUPPLIER_577929,,AP - LC,,,, 0.40 
TRANS729913,PARENT_SUPPLIER_941065,SUPPLIER_941065,,AP - LC,,,, 0.93 
TRANS281472,PARENT_SUPPLIER_284382,SUPPLIER_284382,,AP - LC,lease?car?repair,,, 11.63 
TRANS817179,PARENT_SUPPLIER_807793,SUPPLIER_807793,,AP - LC,,,, 0.44 
TRANS353145,PARENT_SUPPLIER_350993,SUPPLIER_350993,,AP - LC,HIRED CAR FEE,,, 5.55 
TRANS594933,PARENT_SUPPLIER_398445,SUPPLIER_398445,,AP - LC,,,, 0.93 
TRANS415913,PARENT_SUPPLIER_256024,SUPPLIER_256024,,AP - LC,C1?55094?10/16XIENCE&OCT?COURSE@?Kurashiki?Chuo?Hospital?Operator?Reward,,, -1.04 
TRANS609015,PARENT_SUPPLIER_878886,SUPPLIER_878886,,AP - LC,C1?55094?10/16XIENCE&OCT?COURSE@?Kurashiki?Chuo?Hospital?Operator?Reward,,, 9.25 
TRANS141007,PARENT_SUPPLIER_903663,SUPPLIER_903663,,AP - LC,,,, 0.93 
TRANS559728,PARENT_SUPPLIER_907350,SUPPLIER_907350,,AP - LC,C1?54716?10/18?Corporate?Speaker?Fee,,, -1.04 
TRANS685174,PARENT_SUPPLIER_995559,SUPPLIER_995559,,AP - LC,C1?54716?10/18?Corporate?Speaker?Fee,,, 9.25 
TRANS374918,PARENT_SUPPLIER_639611,SUPPLIER_639611,,AP - LC,,,, 0.75 
TRANS472596,PARENT_SUPPLIER_391593,SUPPLIER_391593,,AP - LC,A6?OCT-PME?research?expenses,,, -1.04 
TRANS755906,PARENT_SUPPLIER_659322,SUPPLIER_659322,,AP - LC,A6?OCT-PME?research?expenses,,, 9.43 
TRANS387419,PARENT_SUPPLIER_178911,SUPPLIER_178911,,AP - LC,,,, 1.39 
TRANS644663,PARENT_SUPPLIER_562888,SUPPLIER_562888,,AP - LC,C1?55391?10/15GW?Employee?Training?Instructor?Fee,,, -1.56 
TRANS905350,PARENT_SUPPLIER_934085,SUPPLIER_934085,,AP - LC,C1?55391?10/15GW?Employee?Training?Instructor?Fee,,, 13.88 
TRANS789301,PARENT_SUPPLIER_659013,SUPPLIER_659013,,AP - LC,,,, 1.39 
TRANS210493,PARENT_SUPPLIER_345200,SUPPLIER_345200,,AP - LC,C1?55423?10/15FFR?Employee?Training?Instructor?Fee,,, -1.56 
TRANS879776,PARENT_SUPPLIER_778607,SUPPLIER_778607,,AP - LC,C1?55423?10/15FFR?Employee?Training?Instructor?Fee,,, 13.88 
TRANS641854,PARENT_SUPPLIER_473051,SUPPLIER_473051,,AP - LC,,,, 0.93 
TRANS858720,PARENT_SUPPLIER_428394,SUPPLIER_428394,,AP - LC,C1?55094?10/16XIENCE&OCT?COURSE@?Kurashiki?Chuo?Hospital?Operator?Reward,,, -1.04 
TRANS237245,PARENT_SUPPLIER_502726,SUPPLIER_502726,,AP - LC,C1?55094?10/16XIENCE&OCT?COURSE@?Kurashiki?Chuo?Hospital?Operator?Reward,,, 9.25 
TRANS453507,PARENT_SUPPLIER_406715,SUPPLIER_406715,,AP - LC,,,, 0.93 
TRANS838615,PARENT_SUPPLIER_670997,SUPPLIER_670997,,AP - LC,C1?55285?10/4?Hirosaki?OCT?WS?player?reward,,, -1.04 
TRANS114168,PARENT_SUPPLIER_170620,SUPPLIER_170620,,AP - LC,C1?55285?10/4?Hirosaki?OCT?WS?player?reward,,, 9.25 
TRANS632549,PARENT_SUPPLIER_672797,SUPPLIER_672797,,AP - LC,,,, 0.41 
TRANS457729,PARENT_SUPPLIER_883737,SUPPLIER_883737,,AP - LC,LOCAL GROUND TRANSPORTATION IN AUGUST 2019,,, 5.10 
TRANS791189,PARENT_SUPPLIER_315185,SUPPLIER_315185,,AP - LC,,,, 1.02 
TRANS857518,PARENT_SUPPLIER_881166,SUPPLIER_881166,,AP - LC,A4?Facility?expense?(7?questionnaires),,, 12.80 
TRANS626939,PARENT_SUPPLIER_235483,SUPPLIER_235483,,AP - LC,,,, 0.15 
TRANS849341,PARENT_SUPPLIER_612634,SUPPLIER_612634,,AP - LC,Post?Payment?with?Invoice?(for?June),,, 1.45 
TRANS962501,PARENT_SUPPLIER_695394,SUPPLIER_695394,,AP - LC,,,, 0.14 
TRANS745436,PARENT_SUPPLIER_724651,SUPPLIER_724651,,AP - LC,CTE?Post?Payment?October,,, 1.36 
TRANS784604,PARENT_SUPPLIER_432375,SUPPLIER_432375,,AP - LC,HONORARIUM,,," 3,600.00 "
TRANS158011,PARENT_SUPPLIER_455202,SUPPLIER_455202,,AP - LC,MIX DEBRIS BOX SERVICE FOR,,MIX DEBRIS BOX SERVICE FOR, 659.62 
TRANS301294,PARENT_SUPPLIER_308614,SUPPLIER_308614,,AP - LC,,,, 0.28 
TRANS598168,PARENT_SUPPLIER_915254,SUPPLIER_915254,,AP - LC,C1?54396?10/3?Actor?Xie?Lijin,,, -0.31 
TRANS822728,PARENT_SUPPLIER_394729,SUPPLIER_394729,,AP - LC,C1?54396?10/3?Actor?Xie?Lijin,,, 2.78 
TRANS674308,PARENT_SUPPLIER_741828,SUPPLIER_741828,,AP - LC,A6?OCT-PME?research?expenses,,, 16.63 
TRANS400034,PARENT_SUPPLIER_990435,SUPPLIER_990435,,AP - LC,,,, 1.33 
TRANS685591,PARENT_SUPPLIER_740692,SUPPLIER_740692,,AP - LC,,,, 0.65 
TRANS668860,PARENT_SUPPLIER_749601,SUPPLIER_749601,,AP - LC,C1?54874?10/6?The?14th?Kyushu-Okinawa?Clinical?Engineering?Association?Morning?Seminar?Performer?Thank?You,,, -0.73 
TRANS440376,PARENT_SUPPLIER_424300,SUPPLIER_424300,,AP - LC,C1?54874?10/6?The?14th?Kyushu-Okinawa?Clinical?Engineering?Association?Morning?Seminar?Performer?Thank?You,,, 6.48 
TRANS474609,PARENT_SUPPLIER_502532,SUPPLIER_502532,,AP - LC,,,, 0.75 
TRANS167818,PARENT_SUPPLIER_931100,SUPPLIER_931100,,AP - LC,C1?50510?8/23.?29th?CVIT?Okinawa?Regional?Assembly?Reward,,, -1.04 
TRANS575487,PARENT_SUPPLIER_706300,SUPPLIER_706300,,AP - LC,C1?50510?8/23.?29th?CVIT?Okinawa?Regional?Assembly?Reward,,, 9.43 
TRANS964903,PARENT_SUPPLIER_483748,SUPPLIER_483748,,AP - LC,,,, 1.39 
TRANS452765,PARENT_SUPPLIER_645220,SUPPLIER_645220,,AP - LC,C1?55206?10/17OCT?Employee?Training?Instructor?Fee,,, -1.56 
TRANS347163,PARENT_SUPPLIER_730139,SUPPLIER_730139,,AP - LC,C1?55206?10/17OCT?Employee?Training?Instructor?Fee,,, 13.88 
TRANS551651,PARENT_SUPPLIER_957010,SUPPLIER_957010,,AP - LC,,,, 3.06 
TRANS708301,PARENT_SUPPLIER_514945,SUPPLIER_514945,,AP - LC,lease?car?repair,,, 38.20 
TRANS283300,PARENT_SUPPLIER_403847,SUPPLIER_403847,,AP - LC,,,, 0.75 
TRANS193647,PARENT_SUPPLIER_816228,SUPPLIER_816228,,AP - LC,C1?53642?8/2?Gifu?Prefectural?Tajimi?Hospital?OCT?WS,,, -1.04 
TRANS476757,PARENT_SUPPLIER_849452,SUPPLIER_849452,,AP - LC,C1?53642?8/2?Gifu?Prefectural?Tajimi?Hospital?OCT?WS,,, 9.43 
TRANS784779,PARENT_SUPPLIER_442904,SUPPLIER_442904,,AP - LC,C2?Tsunoda?Tsunekazu:?Thanks?for?providing?a?comparison?image?of?OCT?VS?OTHER?IMAGING?MODALITY,,, 14.14 
TRANS658115,PARENT_SUPPLIER_409180,SUPPLIER_409180,,AP - LC,C2?Tsunoda?Tsunekazu:?Thanks?for?providing?a?comparison?image?of?OCT?VS?OTHER?IMAGING?MODALITY,,, -1.56 
TRANS856125,PARENT_SUPPLIER_216394,SUPPLIER_216394,,AP - LC,,,, 1.13 
TRANS395671,PARENT_SUPPLIER_712649,SUPPLIER_712649,,AP - LC,,,, 0.16 
TRANS523898,PARENT_SUPPLIER_886081,SUPPLIER_886081,,AP - LC,Company?Conference?Lunch?(10),,, 2.00 
TRANS555051,PARENT_SUPPLIER_105211,SUPPLIER_105211,,AP - LC,,,, 0.78 
TRANS574719,PARENT_SUPPLIER_278805,SUPPLIER_278805,,AP - LC,Mita?Office,,, 9.73 
TRANS491768,PARENT_SUPPLIER_275334,SUPPLIER_275334,,AP - LC,,,, 0.75 
TRANS124155,PARENT_SUPPLIER_194451,SUPPLIER_194451,,AP - LC,C1?54441?9/12OCT?Employee?Training?Instructor?Fee,,, -1.04 
TRANS857991,PARENT_SUPPLIER_639982,SUPPLIER_639982,,AP - LC,C1?54441?9/12OCT?Employee?Training?Instructor?Fee,,, 9.43 
TRANS596869,PARENT_SUPPLIER_303687,SUPPLIER_303687,,AP - LC,HCP to HCP Teaching/Training,,," 3,200.00 "
TRANS521820,PARENT_SUPPLIER_283147,SUPPLIER_283147,,AP - LC,,,, 1.06 
TRANS785322,PARENT_SUPPLIER_872307,SUPPLIER_872307,,AP - LC,"D1?52974?8/9OFF?IN?MATSUYAMA?Venue?Fee,?etc.",,, 13.24 
TRANS485825,PARENT_SUPPLIER_570050,SUPPLIER_570050,,AP - LC,,,, 0.38 
TRANS884705,PARENT_SUPPLIER_309218,SUPPLIER_309218,,AP - LC,coffee?price,,, 4.79 
TRANS999998,PARENT_SUPPLIER_398011,SUPPLIER_398011,,AP - LC,,,, 0.38 
TRANS921093,PARENT_SUPPLIER_192485,SUPPLIER_192485,,AP - LC,C1?53857?9/27?Kyushu?University?Hospital?WS?Manager?Reward,,, -0.52 
TRANS521170,PARENT_SUPPLIER_424224,SUPPLIER_424224,,AP - LC,C1?53857?9/27?Kyushu?University?Hospital?WS?Manager?Reward,,, 4.71 
TRANS366675,PARENT_SUPPLIER_765869,SUPPLIER_765869,,AP - LC,,,, 0.75 
TRANS788245,PARENT_SUPPLIER_650044,SUPPLIER_650044,,AP - LC,C1?53255?7/2XIENCE?Employee?Training?@?Kyoto?Municipal?Hospital?Instructor?Fee,,, -1.04 
TRANS213950,PARENT_SUPPLIER_549601,SUPPLIER_549601,,AP - LC,C1?53255?7/2XIENCE?Employee?Training?@?Kyoto?Municipal?Hospital?Instructor?Fee,,, 9.43 
TRANS155626,PARENT_SUPPLIER_197992,SUPPLIER_197992,,AP - LC,,,, 0.93 
TRANS967667,PARENT_SUPPLIER_322157,SUPPLIER_322157,,AP - LC,Student?C1?Reward?for?Clinical?Training?Instructor,,, -1.04 
TRANS673229,PARENT_SUPPLIER_192462,SUPPLIER_192462,,AP - LC,Student?C1?Reward?for?Clinical?Training?Instructor,,, 9.25 
TRANS805035,PARENT_SUPPLIER_946828,SUPPLIER_946828,,AP - LC,,,, 4.29 
TRANS291116,PARENT_SUPPLIER_241345,SUPPLIER_241345,,AP - LC,Mailing?Expense?(Out-of-Box?Mail/51~100g@140),,, 64.75 
TRANS168636,PARENT_SUPPLIER_666993,SUPPLIER_666993,,AP - LC,XIENCE?New?IFU?Change?Letter?Printing?Fee,,, 53.68 
TRANS623562,PARENT_SUPPLIER_309279,SUPPLIER_309279,,AP - LC,,,, 0.07 
TRANS779211,PARENT_SUPPLIER_121420,SUPPLIER_121420,,AP - LC,D1?54030?8/22OCT/FFR?Lecture?Hall?Expense,,, 0.91 
TRANS548778,PARENT_SUPPLIER_334102,SUPPLIER_334102,,AP - LC,,,, 0.11 
TRANS266434,PARENT_SUPPLIER_483207,SUPPLIER_483207,,AP - LC,A4?SMO?fee?(new?Tokyo?CRC?fee)?July,,, 1.37 
TRANS233396,PARENT_SUPPLIER_409259,SUPPLIER_409259,,AP - LC,,,, 0.03 
TRANS567579,PARENT_SUPPLIER_200560,SUPPLIER_200560,,AP - LC,A4?SMO?(New?Tokyo?Transit)?July,,, 0.39 
TRANS683877,PARENT_SUPPLIER_774141,SUPPLIER_774141,,AP - LC,,,, 0.23 
TRANS184508,PARENT_SUPPLIER_562839,SUPPLIER_562839,,AP - LC,C1?54783?9/30OCT?SEMINAR,,, -0.31 
TRANS441483,PARENT_SUPPLIER_441144,SUPPLIER_441144,,AP - LC,C1?54783?9/30OCT?SEMINAR,,, 2.83 
TRANS765080,PARENT_SUPPLIER_216813,SUPPLIER_216813,,AP - LC,C1?10/17?CARDIOVASCULAR?EXPERT?MEETING?Performer?Reward,,, 2.78 
TRANS213736,PARENT_SUPPLIER_910746,SUPPLIER_910746,,AP - LC,C1?10/17?CARDIOVASCULAR?EXPERT?MEETING?Performer?Reward,,, -0.31 
TRANS906044,PARENT_SUPPLIER_992419,SUPPLIER_992419,,AP - LC,,,, 0.28 
TRANS349111,PARENT_SUPPLIER_936481,SUPPLIER_936481,,AP - LC,,,, 0.46 
TRANS822879,PARENT_SUPPLIER_286610,SUPPLIER_286610,,AP - LC,C1?10/18?ON-SITE?WORKSHOP?Performer?Reward,,, -0.52 
TRANS171480,PARENT_SUPPLIER_984957,SUPPLIER_984957,,AP - LC,C1?10/18?ON-SITE?WORKSHOP?Performer?Reward,,, 4.63 
TRANS696115,PARENT_SUPPLIER_471561,SUPPLIER_471561,,AP - LC,Okasaki?Sensei,,, 0.32 
TRANS811931,PARENT_SUPPLIER_676190,SUPPLIER_676190,,AP - LC,,,, 0.03 
TRANS610069,PARENT_SUPPLIER_390297,SUPPLIER_390297,,AP - LC,,,, 0.15 
TRANS253474,PARENT_SUPPLIER_894072,SUPPLIER_894072,,AP - LC,Competitive?Instructor?Training?(Matsuzaki),,, 0.73 
TRANS932490,PARENT_SUPPLIER_923553,SUPPLIER_923553,,AP - LC,Training?for?Public?Auction?Instructors?(Mr.?Sato),,, 0.73 
TRANS712311,PARENT_SUPPLIER_485095,SUPPLIER_485095,,AP - LC,General Medical Consulting,,," 3,000.00 "
TRANS630716,PARENT_SUPPLIER_766645,SUPPLIER_766645,,AP - LC,,,, 0.42 
TRANS121209,PARENT_SUPPLIER_437019,SUPPLIER_437019,,AP - LC,B4?55170?11/30?30th?WCCM?Device?Lecture?Co-Sponsor,,, 4.15 
TRANS780685,PARENT_SUPPLIER_588308,SUPPLIER_588308,,AP - LC,MITRACLIP SHORTIES,,MITRACLIP SHORTIES," 1,680.00 "
TRANS525909,PARENT_SUPPLIER_513385,SUPPLIER_513385,,AP - LC,,,, 0.15 
TRANS918679,PARENT_SUPPLIER_529125,SUPPLIER_529125,,AP - LC,C1?54783?9/30OCT?SEMINAR?Performer?Reward,,, -0.21 
TRANS295704,PARENT_SUPPLIER_410473,SUPPLIER_410473,,AP - LC,C1?54783?9/30OCT?SEMINAR?Performer?Reward,,, 1.89 
TRANS902074,PARENT_SUPPLIER_812472,SUPPLIER_812472,,AP - LC,,,, 0.37 
TRANS317910,PARENT_SUPPLIER_882241,SUPPLIER_882241,,AP - LC,"TAKEKAHIRA?Repairman,?Leasing?Car?Repair",,, 4.67 
TRANS242047,PARENT_SUPPLIER_416893,SUPPLIER_416893,,AP - LC,HIRED CAR FEE,,, 3.90 
TRANS660223,PARENT_SUPPLIER_396823,SUPPLIER_396823,,AP - LC,,,, 0.31 
TRANS787075,PARENT_SUPPLIER_833986,SUPPLIER_833986,,AP - LC,,,, 0.75 
TRANS519062,PARENT_SUPPLIER_445639,SUPPLIER_445639,,AP - LC,C1?51439?4/19HIKONE?OCT?WS?Performer?Reward,,, -1.04 
TRANS581019,PARENT_SUPPLIER_272350,SUPPLIER_272350,,AP - LC,C1?51439?4/19HIKONE?OCT?WS?Performer?Reward,,, 9.43 
TRANS473711,PARENT_SUPPLIER_285976,SUPPLIER_285976,,AP - LC,,,, 1.39 
TRANS786422,PARENT_SUPPLIER_871519,SUPPLIER_871519,,AP - LC,C1?55409?10/15PROGLIDE?Employee?Training?Instructor?Fee,,, -1.56 
TRANS147425,PARENT_SUPPLIER_574105,SUPPLIER_574105,,AP - LC,C1?55409?10/15PROGLIDE?Employee?Training?Instructor?Fee,,, 13.88 
TRANS579126,PARENT_SUPPLIER_321591,SUPPLIER_321591,,AP - LC,C1?55230?10/4PCI?WS@?Obihiro?Health?Hospital?Operator?Reward,,, 4.63 
TRANS200343,PARENT_SUPPLIER_841789,SUPPLIER_841789,,AP - LC,C1?55230?10/4PCI?WS@?Obihiro?Health?Hospital?Operator?Reward,,, -0.52 
TRANS703764,PARENT_SUPPLIER_383347,SUPPLIER_383347,,AP - LC,,,, 0.46 
TRANS369044,PARENT_SUPPLIER_500471,SUPPLIER_500471,,AP - LC,C1?55422?10/8OCT?Employee?Training?Instructor?Fee,,, 13.88 
TRANS533914,PARENT_SUPPLIER_647580,SUPPLIER_647580,,AP - LC,C1?55422?10/8OCT?Employee?Training?Instructor?Fee,,, -1.56 
TRANS655262,PARENT_SUPPLIER_954595,SUPPLIER_954595,,AP - LC,,,, 1.39 
TRANS673121,PARENT_SUPPLIER_522824,SUPPLIER_522824,,AP - LC,,,, 0.01 
TRANS590124,PARENT_SUPPLIER_827739,SUPPLIER_827739,,AP - LC,D1?Taxi?Ticket?June,,, 0.08 
TRANS857411,PARENT_SUPPLIER_728812,SUPPLIER_728812,,AP - LC,TRANSLATION FEE FOR DRAGONFLY EO-ETC REPORT,,, 1.32 
TRANS258153,PARENT_SUPPLIER_924285,SUPPLIER_924285,,AP - LC,,,, 0.11 
TRANS282220,PARENT_SUPPLIER_963244,SUPPLIER_963244,,AP - LC,"MS-3226 REV. 1 CAN, COATED (TIN) 33F NRE",,"MS-3226 REV. 1 CAN, COATED (TIN) 33F NRE", 200.00 
TRANS200927,PARENT_SUPPLIER_661079,SUPPLIER_661079,,AP - LC,"MS-3228 REV. 1 CAN, COATED (TIN) 35F NRE",,"MS-3228 REV. 1 CAN, COATED (TIN) 35F NRE", 200.00 
TRANS775550,PARENT_SUPPLIER_800851,SUPPLIER_800851,,AP - LC,"MS-3228 REV.1 CAN, COATED (TIN) 35F",,"MS-3228 REV.1 CAN, COATED (TIN) 35F", -103.69 
TRANS470145,PARENT_SUPPLIER_543351,SUPPLIER_543351,,AP - LC,"MS-3228 REV.1 CAN, COATED (TIN) 35F",,"MS-3228 REV.1 CAN, COATED (TIN) 35F"," 1,255.95 "
TRANS792962,PARENT_SUPPLIER_410468,SUPPLIER_410468,,AP - LC,"MS-3226 REV.1 CAN, COATED (TIN) 33F",,"MS-3226 REV.1 CAN, COATED (TIN) 33F", -112.00 
TRANS325343,PARENT_SUPPLIER_556746,SUPPLIER_556746,,AP - LC,"MS-3226 REV.1 CAN, COATED (TIN) 33F",,"MS-3226 REV.1 CAN, COATED (TIN) 33F"," 1,356.43 "
